spectrogram_path,original_wav,label,gun_type,dataset
data/processed/spectrograms/firearms_58__glock_098.npy,data/raw/firearms_58/dataset/glock/glock_098.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_151.npy,data/raw/firearms_58/dataset/glock/glock_151.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_252.npy,data/raw/firearms_58/dataset/glock/glock_252.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_217.npy,data/raw/firearms_58/dataset/glock/glock_217.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_198.npy,data/raw/firearms_58/dataset/glock/glock_198.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_141.npy,data/raw/firearms_58/dataset/glock/glock_141.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_253.npy,data/raw/firearms_58/dataset/glock/glock_253.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_168.npy,data/raw/firearms_58/dataset/glock/glock_168.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_030.npy,data/raw/firearms_58/dataset/glock/glock_030.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_004.npy,data/raw/firearms_58/dataset/glock/glock_004.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_003.npy,data/raw/firearms_58/dataset/glock/glock_003.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_273.npy,data/raw/firearms_58/dataset/glock/glock_273.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_296.npy,data/raw/firearms_58/dataset/glock/glock_296.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_101.npy,data/raw/firearms_58/dataset/glock/glock_101.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_102.npy,data/raw/firearms_58/dataset/glock/glock_102.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_024.npy,data/raw/firearms_58/dataset/glock/glock_024.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_094.npy,data/raw/firearms_58/dataset/glock/glock_094.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_057.npy,data/raw/firearms_58/dataset/glock/glock_057.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_286.npy,data/raw/firearms_58/dataset/glock/glock_286.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_129.npy,data/raw/firearms_58/dataset/glock/glock_129.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_279.npy,data/raw/firearms_58/dataset/glock/glock_279.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_216.npy,data/raw/firearms_58/dataset/glock/glock_216.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_250.npy,data/raw/firearms_58/dataset/glock/glock_250.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_172.npy,data/raw/firearms_58/dataset/glock/glock_172.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_276.npy,data/raw/firearms_58/dataset/glock/glock_276.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_131.npy,data/raw/firearms_58/dataset/glock/glock_131.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_029.npy,data/raw/firearms_58/dataset/glock/glock_029.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_277.npy,data/raw/firearms_58/dataset/glock/glock_277.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_125.npy,data/raw/firearms_58/dataset/glock/glock_125.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_154.npy,data/raw/firearms_58/dataset/glock/glock_154.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_214.npy,data/raw/firearms_58/dataset/glock/glock_214.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_072.npy,data/raw/firearms_58/dataset/glock/glock_072.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_208.npy,data/raw/firearms_58/dataset/glock/glock_208.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_201.npy,data/raw/firearms_58/dataset/glock/glock_201.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_039.npy,data/raw/firearms_58/dataset/glock/glock_039.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_013.npy,data/raw/firearms_58/dataset/glock/glock_013.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_167.npy,data/raw/firearms_58/dataset/glock/glock_167.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_300.npy,data/raw/firearms_58/dataset/glock/glock_300.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_298.npy,data/raw/firearms_58/dataset/glock/glock_298.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_081.npy,data/raw/firearms_58/dataset/glock/glock_081.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_245.npy,data/raw/firearms_58/dataset/glock/glock_245.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_169.npy,data/raw/firearms_58/dataset/glock/glock_169.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_075.npy,data/raw/firearms_58/dataset/glock/glock_075.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_149.npy,data/raw/firearms_58/dataset/glock/glock_149.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_209.npy,data/raw/firearms_58/dataset/glock/glock_209.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_026.npy,data/raw/firearms_58/dataset/glock/glock_026.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_052.npy,data/raw/firearms_58/dataset/glock/glock_052.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_204.npy,data/raw/firearms_58/dataset/glock/glock_204.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_139.npy,data/raw/firearms_58/dataset/glock/glock_139.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_145.npy,data/raw/firearms_58/dataset/glock/glock_145.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_110.npy,data/raw/firearms_58/dataset/glock/glock_110.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_254.npy,data/raw/firearms_58/dataset/glock/glock_254.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_282.npy,data/raw/firearms_58/dataset/glock/glock_282.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_046.npy,data/raw/firearms_58/dataset/glock/glock_046.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_200.npy,data/raw/firearms_58/dataset/glock/glock_200.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_269.npy,data/raw/firearms_58/dataset/glock/glock_269.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_045.npy,data/raw/firearms_58/dataset/glock/glock_045.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_165.npy,data/raw/firearms_58/dataset/glock/glock_165.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_105.npy,data/raw/firearms_58/dataset/glock/glock_105.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_034.npy,data/raw/firearms_58/dataset/glock/glock_034.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_202.npy,data/raw/firearms_58/dataset/glock/glock_202.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_196.npy,data/raw/firearms_58/dataset/glock/glock_196.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_038.npy,data/raw/firearms_58/dataset/glock/glock_038.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_048.npy,data/raw/firearms_58/dataset/glock/glock_048.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_095.npy,data/raw/firearms_58/dataset/glock/glock_095.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_232.npy,data/raw/firearms_58/dataset/glock/glock_232.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_109.npy,data/raw/firearms_58/dataset/glock/glock_109.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_160.npy,data/raw/firearms_58/dataset/glock/glock_160.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_056.npy,data/raw/firearms_58/dataset/glock/glock_056.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_062.npy,data/raw/firearms_58/dataset/glock/glock_062.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_243.npy,data/raw/firearms_58/dataset/glock/glock_243.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_033.npy,data/raw/firearms_58/dataset/glock/glock_033.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_218.npy,data/raw/firearms_58/dataset/glock/glock_218.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_146.npy,data/raw/firearms_58/dataset/glock/glock_146.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_184.npy,data/raw/firearms_58/dataset/glock/glock_184.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_231.npy,data/raw/firearms_58/dataset/glock/glock_231.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_299.npy,data/raw/firearms_58/dataset/glock/glock_299.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_093.npy,data/raw/firearms_58/dataset/glock/glock_093.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_185.npy,data/raw/firearms_58/dataset/glock/glock_185.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_206.npy,data/raw/firearms_58/dataset/glock/glock_206.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_037.npy,data/raw/firearms_58/dataset/glock/glock_037.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_230.npy,data/raw/firearms_58/dataset/glock/glock_230.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_190.npy,data/raw/firearms_58/dataset/glock/glock_190.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_177.npy,data/raw/firearms_58/dataset/glock/glock_177.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_147.npy,data/raw/firearms_58/dataset/glock/glock_147.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_240.npy,data/raw/firearms_58/dataset/glock/glock_240.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_189.npy,data/raw/firearms_58/dataset/glock/glock_189.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_210.npy,data/raw/firearms_58/dataset/glock/glock_210.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_153.npy,data/raw/firearms_58/dataset/glock/glock_153.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_251.npy,data/raw/firearms_58/dataset/glock/glock_251.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_067.npy,data/raw/firearms_58/dataset/glock/glock_067.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_085.npy,data/raw/firearms_58/dataset/glock/glock_085.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_050.npy,data/raw/firearms_58/dataset/glock/glock_050.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_009.npy,data/raw/firearms_58/dataset/glock/glock_009.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_036.npy,data/raw/firearms_58/dataset/glock/glock_036.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_092.npy,data/raw/firearms_58/dataset/glock/glock_092.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_082.npy,data/raw/firearms_58/dataset/glock/glock_082.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_040.npy,data/raw/firearms_58/dataset/glock/glock_040.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_091.npy,data/raw/firearms_58/dataset/glock/glock_091.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_170.npy,data/raw/firearms_58/dataset/glock/glock_170.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_103.npy,data/raw/firearms_58/dataset/glock/glock_103.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_087.npy,data/raw/firearms_58/dataset/glock/glock_087.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_271.npy,data/raw/firearms_58/dataset/glock/glock_271.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_212.npy,data/raw/firearms_58/dataset/glock/glock_212.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_226.npy,data/raw/firearms_58/dataset/glock/glock_226.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_219.npy,data/raw/firearms_58/dataset/glock/glock_219.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_005.npy,data/raw/firearms_58/dataset/glock/glock_005.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_119.npy,data/raw/firearms_58/dataset/glock/glock_119.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_071.npy,data/raw/firearms_58/dataset/glock/glock_071.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_122.npy,data/raw/firearms_58/dataset/glock/glock_122.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_281.npy,data/raw/firearms_58/dataset/glock/glock_281.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_148.npy,data/raw/firearms_58/dataset/glock/glock_148.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_012.npy,data/raw/firearms_58/dataset/glock/glock_012.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_028.npy,data/raw/firearms_58/dataset/glock/glock_028.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_135.npy,data/raw/firearms_58/dataset/glock/glock_135.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_256.npy,data/raw/firearms_58/dataset/glock/glock_256.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_116.npy,data/raw/firearms_58/dataset/glock/glock_116.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_073.npy,data/raw/firearms_58/dataset/glock/glock_073.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_248.npy,data/raw/firearms_58/dataset/glock/glock_248.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_117.npy,data/raw/firearms_58/dataset/glock/glock_117.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_123.npy,data/raw/firearms_58/dataset/glock/glock_123.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_284.npy,data/raw/firearms_58/dataset/glock/glock_284.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_077.npy,data/raw/firearms_58/dataset/glock/glock_077.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_084.npy,data/raw/firearms_58/dataset/glock/glock_084.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_015.npy,data/raw/firearms_58/dataset/glock/glock_015.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_205.npy,data/raw/firearms_58/dataset/glock/glock_205.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_211.npy,data/raw/firearms_58/dataset/glock/glock_211.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_042.npy,data/raw/firearms_58/dataset/glock/glock_042.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_053.npy,data/raw/firearms_58/dataset/glock/glock_053.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_069.npy,data/raw/firearms_58/dataset/glock/glock_069.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_127.npy,data/raw/firearms_58/dataset/glock/glock_127.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_128.npy,data/raw/firearms_58/dataset/glock/glock_128.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_291.npy,data/raw/firearms_58/dataset/glock/glock_291.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_178.npy,data/raw/firearms_58/dataset/glock/glock_178.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_275.npy,data/raw/firearms_58/dataset/glock/glock_275.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_287.npy,data/raw/firearms_58/dataset/glock/glock_287.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_192.npy,data/raw/firearms_58/dataset/glock/glock_192.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_144.npy,data/raw/firearms_58/dataset/glock/glock_144.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_007.npy,data/raw/firearms_58/dataset/glock/glock_007.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_059.npy,data/raw/firearms_58/dataset/glock/glock_059.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_023.npy,data/raw/firearms_58/dataset/glock/glock_023.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_193.npy,data/raw/firearms_58/dataset/glock/glock_193.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_242.npy,data/raw/firearms_58/dataset/glock/glock_242.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_289.npy,data/raw/firearms_58/dataset/glock/glock_289.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_179.npy,data/raw/firearms_58/dataset/glock/glock_179.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_161.npy,data/raw/firearms_58/dataset/glock/glock_161.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_043.npy,data/raw/firearms_58/dataset/glock/glock_043.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_068.npy,data/raw/firearms_58/dataset/glock/glock_068.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_089.npy,data/raw/firearms_58/dataset/glock/glock_089.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_244.npy,data/raw/firearms_58/dataset/glock/glock_244.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_247.npy,data/raw/firearms_58/dataset/glock/glock_247.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_280.npy,data/raw/firearms_58/dataset/glock/glock_280.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_090.npy,data/raw/firearms_58/dataset/glock/glock_090.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_285.npy,data/raw/firearms_58/dataset/glock/glock_285.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_257.npy,data/raw/firearms_58/dataset/glock/glock_257.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_265.npy,data/raw/firearms_58/dataset/glock/glock_265.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_021.npy,data/raw/firearms_58/dataset/glock/glock_021.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_181.npy,data/raw/firearms_58/dataset/glock/glock_181.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_259.npy,data/raw/firearms_58/dataset/glock/glock_259.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_044.npy,data/raw/firearms_58/dataset/glock/glock_044.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_041.npy,data/raw/firearms_58/dataset/glock/glock_041.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_261.npy,data/raw/firearms_58/dataset/glock/glock_261.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_278.npy,data/raw/firearms_58/dataset/glock/glock_278.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_297.npy,data/raw/firearms_58/dataset/glock/glock_297.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_241.npy,data/raw/firearms_58/dataset/glock/glock_241.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_142.npy,data/raw/firearms_58/dataset/glock/glock_142.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_020.npy,data/raw/firearms_58/dataset/glock/glock_020.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_228.npy,data/raw/firearms_58/dataset/glock/glock_228.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_199.npy,data/raw/firearms_58/dataset/glock/glock_199.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_114.npy,data/raw/firearms_58/dataset/glock/glock_114.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_195.npy,data/raw/firearms_58/dataset/glock/glock_195.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_107.npy,data/raw/firearms_58/dataset/glock/glock_107.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_112.npy,data/raw/firearms_58/dataset/glock/glock_112.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_239.npy,data/raw/firearms_58/dataset/glock/glock_239.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_152.npy,data/raw/firearms_58/dataset/glock/glock_152.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_159.npy,data/raw/firearms_58/dataset/glock/glock_159.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_051.npy,data/raw/firearms_58/dataset/glock/glock_051.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_164.npy,data/raw/firearms_58/dataset/glock/glock_164.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_263.npy,data/raw/firearms_58/dataset/glock/glock_263.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_008.npy,data/raw/firearms_58/dataset/glock/glock_008.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_233.npy,data/raw/firearms_58/dataset/glock/glock_233.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_237.npy,data/raw/firearms_58/dataset/glock/glock_237.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_174.npy,data/raw/firearms_58/dataset/glock/glock_174.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_134.npy,data/raw/firearms_58/dataset/glock/glock_134.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_294.npy,data/raw/firearms_58/dataset/glock/glock_294.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_249.npy,data/raw/firearms_58/dataset/glock/glock_249.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_236.npy,data/raw/firearms_58/dataset/glock/glock_236.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_031.npy,data/raw/firearms_58/dataset/glock/glock_031.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_022.npy,data/raw/firearms_58/dataset/glock/glock_022.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_255.npy,data/raw/firearms_58/dataset/glock/glock_255.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_274.npy,data/raw/firearms_58/dataset/glock/glock_274.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_292.npy,data/raw/firearms_58/dataset/glock/glock_292.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_220.npy,data/raw/firearms_58/dataset/glock/glock_220.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_183.npy,data/raw/firearms_58/dataset/glock/glock_183.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_097.npy,data/raw/firearms_58/dataset/glock/glock_097.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_221.npy,data/raw/firearms_58/dataset/glock/glock_221.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_207.npy,data/raw/firearms_58/dataset/glock/glock_207.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_064.npy,data/raw/firearms_58/dataset/glock/glock_064.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_162.npy,data/raw/firearms_58/dataset/glock/glock_162.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_262.npy,data/raw/firearms_58/dataset/glock/glock_262.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_074.npy,data/raw/firearms_58/dataset/glock/glock_074.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_126.npy,data/raw/firearms_58/dataset/glock/glock_126.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_235.npy,data/raw/firearms_58/dataset/glock/glock_235.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_011.npy,data/raw/firearms_58/dataset/glock/glock_011.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_132.npy,data/raw/firearms_58/dataset/glock/glock_132.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_173.npy,data/raw/firearms_58/dataset/glock/glock_173.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_113.npy,data/raw/firearms_58/dataset/glock/glock_113.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_197.npy,data/raw/firearms_58/dataset/glock/glock_197.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_032.npy,data/raw/firearms_58/dataset/glock/glock_032.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_187.npy,data/raw/firearms_58/dataset/glock/glock_187.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_118.npy,data/raw/firearms_58/dataset/glock/glock_118.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_166.npy,data/raw/firearms_58/dataset/glock/glock_166.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_267.npy,data/raw/firearms_58/dataset/glock/glock_267.wav,gunshot,glock,firearms_58
data/processed/spectrograms/firearms_58__glock_108.npy,data/raw/firearms_58/dataset/glock/glock_108.wav,gunshot,glock,firearms_58
