spectrogram_path,original_wav,label,gun_type,dataset,threat_level
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_066.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_066.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_047.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_047.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_145.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_145.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_027.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_027.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_068.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_068.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_026.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_026.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_190.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_190.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_255_aug_pitch_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_255_aug_pitch_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_143.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_143.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_266_aug_time_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_266_aug_time_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_098.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_098.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_162.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_162.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_234_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_234_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_169.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_169.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_250_aug_time_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_250_aug_time_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_258_aug_time_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_258_aug_time_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_102.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_102.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_093.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_093.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_253_aug_time_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_253_aug_time_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_113.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_113.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_064.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_064.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_265_aug_pitch_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_265_aug_pitch_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_286_aug_pitch_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_286_aug_pitch_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_085.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_085.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_202.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_202.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_065.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_065.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_049.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_049.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_124.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_124.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_281_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_281_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_118.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_118.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_016.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_016.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_235_aug_pitch_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_235_aug_pitch_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_058.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_058.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_248_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_248_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_003.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_003.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_201.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_201.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_136.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_136.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_168.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_168.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_221_aug_time_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_221_aug_time_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_269_aug_time_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_269_aug_time_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_031.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_031.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_200.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_200.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_001.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_001.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_183.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_183.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_245_aug_pitch_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_245_aug_pitch_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_096.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_096.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_019.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_019.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_020.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_020.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_039.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_039.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_293_aug_time_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_293_aug_time_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_262_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_262_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_072.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_072.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_050.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_050.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_209_aug_pitch_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_209_aug_pitch_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_141.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_141.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_182.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_182.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_287_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_287_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_097.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_097.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_133.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_133.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_206_aug_pitch_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_206_aug_pitch_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_283_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_283_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_012.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_012.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_280_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_280_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_210_aug_time_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_210_aug_time_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_053.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_053.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_028.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_028.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_242_aug_pitch_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_242_aug_pitch_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_213_aug_pitch_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_213_aug_pitch_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_137.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_137.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_165.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_165.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_021.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_021.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_199.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_199.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_279_aug_pitch_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_279_aug_pitch_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_119.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_119.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_011.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_011.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_170.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_170.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_218_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_218_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_104.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_104.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_082.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_082.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_087.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_087.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_203.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_203.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_046.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_046.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_008.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_008.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_241_aug_time_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_241_aug_time_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_117.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_117.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_297_aug_pitch_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_297_aug_pitch_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_110.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_110.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_022.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_022.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_122.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_122.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_273_aug_time_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_273_aug_time_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_101.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_101.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_116.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_116.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_212_aug_pitch_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_212_aug_pitch_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_237_aug_time_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_237_aug_time_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_251_aug_time_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_251_aug_time_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_285_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_285_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_263_aug_pitch_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_263_aug_pitch_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_192.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_192.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_289_aug_time_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_289_aug_time_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_198.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_198.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_129.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_129.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_030.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_030.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_173.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_173.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_051.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_051.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_211_aug_noise.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_211_aug_noise.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_274_aug_pitch_down.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_274_aug_pitch_down.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_092.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_092.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_184.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_184.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_181.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_181.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_108.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_108.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_010.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_010.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_180.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_180.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_112.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_112.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_045.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_045.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_067.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_067.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
data/processed/spectrograms/firearms_58__sw-10-8-38spl-revolver_230_aug_time_up.npy,data/raw/firearms_58/dataset/sw-10-8-38spl-revolver/sw-10-8-38spl-revolver_230_aug_time_up.wav,gunshot,sw-10-8-38spl-revolver,firearms_58,0
